"protein"	"m_diff"	"pval"	"adjpval"	"drug"
"KCTD15"	1.09040209581071	0.00664120618781391	0.518376293519577	"Niraparib"
"HIP1R"	0.83520485448179	0.00668123701326045	0.518376293519577	"Niraparib"
"TRIM44"	0.500508971456334	0.00675699837913254	0.518376293519577	"Niraparib"
"RNF122"	0.965007952051246	0.00677377064227005	0.518376293519577	"Niraparib"
"CEP170"	0.49344822651442	0.00685765030964095	0.518376293519577	"Niraparib"
"CAMK2A"	1.62778759966926	0.00686946740522514	0.518376293519577	"Niraparib"
"PARP1"	0.765056964319575	0.00692031106815843	0.518376293519577	"Niraparib"
"PPP2R5A"	0.393819133392181	0.00704202823870565	0.518376293519577	"Niraparib"
"AKAP7"	0.917564437316928	0.00726579724158951	0.518376293519577	"Niraparib"
"RNF169"	0.156610755826467	0.00728570909323735	0.518376293519577	"Niraparib"
"BRD8"	0.183610085554384	0.00742182722286894	0.518376293519577	"Niraparib"
"SETD2"	0.213469382105836	0.00757048979767198	0.518376293519577	"Niraparib"
"ID3"	0.668109693173897	0.00796243683324573	0.518376293519577	"Niraparib"
"TGIF1"	0.52254891296615	0.00817141544402168	0.518376293519577	"Niraparib"
"IGFN1"	0.566344052310808	0.00821485040366028	0.518376293519577	"Niraparib"
"TBC1D31"	0.621889146223179	0.00830741190326633	0.518376293519577	"Niraparib"
"PAK1"	0.941806229371551	0.00834437206507085	0.518376293519577	"Niraparib"
"SOCS6"	0.714032121835977	0.00848158711649633	0.518376293519577	"Niraparib"
"CAPNS1"	0.386403829978089	0.0085597474603467	0.518376293519577	"Niraparib"
"ITGB7"	0.739025037787353	0.00859322534324249	0.518376293519577	"Niraparib"
"NR2F6"	0.647044207623453	0.00859764893168545	0.518376293519577	"Niraparib"
"CD96"	1.02424235909238	0.00861109284593895	0.518376293519577	"Niraparib"
"GRIP1"	0.832056056776629	0.00873003296560694	0.518376293519577	"Niraparib"
"BLNK"	1.22998208361847	0.00884920172179908	0.518376293519577	"Niraparib"
"EMB"	0.626366574436116	0.00903602919050181	0.518376293519577	"Niraparib"
"CBX2"	0.450743681153029	0.00908322653941904	0.518376293519577	"Niraparib"
"PTK2"	1.18617124785213	0.00916804546959231	0.518376293519577	"Niraparib"
"MYH14"	0.418695667994223	0.00917105107649707	0.518376293519577	"Niraparib"
"PKD2"	0.60245563653494	0.00919164435121173	0.518376293519577	"Niraparib"
"NLRP3"	1.22487445440624	0.00924235527721323	0.518376293519577	"Niraparib"
"PHLDB2"	1.361384903406	0.00925210644287077	0.518376293519577	"Niraparib"
"NCOA2"	0.563731622292811	0.00925973270111994	0.518376293519577	"Niraparib"
"KIAA0930"	0.418764127260534	0.00930008897629025	0.518376293519577	"Niraparib"
"PXDN"	1.10843896286675	0.00936363244465785	0.518376293519577	"Niraparib"
"TCF3"	0.476340489109856	0.0093742534758845	0.518376293519577	"Niraparib"
"UNC119"	0.422257938009844	0.00938832495841325	0.518376293519577	"Niraparib"
"ARL11"	1.14916364331915	0.00938982268373464	0.518376293519577	"Niraparib"
"RAB3GAP2"	0.262393242562382	0.00986792402165113	0.534337301873917	"Niraparib"
"SPIN1"	0.431449698787037	0.00994875141525614	0.534337301873917	"Niraparib"
"RAD18"	0.743025601892373	2.40115848965001e-05	0.252577861526285	"NVP-BGT226"
"SLC7A3"	1.49118732756928	0.000381072308237404	0.599929228333381	"NVP-BGT226"
"KIF15"	0.690258260609834	0.000413577012694509	0.599929228333381	"NVP-BGT226"
"CENPT"	0.223862947934943	0.000540845031237349	0.599929228333381	"NVP-BGT226"
"SEC14L1"	0.569439810448974	0.000602132011425517	0.599929228333381	"NVP-BGT226"
"SLX4"	0.352062558406663	0.00131974597900367	0.599929228333381	"NVP-BGT226"
"DPH5"	0.283656048895347	0.00144012626615622	0.599929228333381	"NVP-BGT226"
"ADD2"	1.54050420164901	0.00149741592303256	0.599929228333381	"NVP-BGT226"
"PHLDB2"	1.24282859639616	0.00171532143689761	0.599929228333381	"NVP-BGT226"
"CIZ1"	0.331814002114559	0.00180383691282681	0.599929228333381	"NVP-BGT226"
"CCDC77"	0.391091452920721	0.0018222248627526	0.599929228333381	"NVP-BGT226"
"ZNF273"	0.42736373298556	0.0022508772073783	0.599929228333381	"NVP-BGT226"
"RWDD3"	0.379265883365801	0.00236915234265602	0.599929228333381	"NVP-BGT226"
"ZNF586"	0.489786115926467	0.00259639937286573	0.599929228333381	"NVP-BGT226"
"SHLD3"	0.306433551925749	0.00276997630383631	0.599929228333381	"NVP-BGT226"
"JMJD8"	0.830817662207505	0.00288602683626226	0.599929228333381	"NVP-BGT226"
"CCDC66"	0.38985778787546	0.00369337271316577	0.605106834327557	"NVP-BGT226"
"DYNC1LI1"	0.220973876144046	0.00377385378782867	0.605106834327557	"NVP-BGT226"
"PCM1"	0.215568518001225	0.00378549573965376	0.605106834327557	"NVP-BGT226"
"SEMA3A"	0.777980704928366	0.00391338717093467	0.605106834327557	"NVP-BGT226"
"PTPRCAP"	0.849462367981115	0.00395665198612671	0.605106834327557	"NVP-BGT226"
"CDCA7"	0.413251519237937	0.00411114279581726	0.605106834327557	"NVP-BGT226"
"GYG2"	2.22136460937666	0.00414180930426695	0.605106834327557	"NVP-BGT226"
"GLRX3"	0.2853326610833	0.00432711580835049	0.621172493687204	"NVP-BGT226"
"MAGI1"	1.83024879278452	0.00436987969701047	0.621172493687204	"NVP-BGT226"
"EFNB2"	1.55269846604171	0.00455306573171331	0.621996083531069	"NVP-BGT226"
"C16orf72"	0.433334605530382	0.00496692621817232	0.644982015796598	"NVP-BGT226"
"AKAP12"	1.52151829688303	0.00521165854445541	0.646347094022165	"NVP-BGT226"
"TRAIP"	0.382780712117504	0.0054495051760018	0.658889022371988	"NVP-BGT226"
"SLC4A7"	0.545451848456918	0.00551621728195696	0.659376018055742	"NVP-BGT226"
"EID1"	0.598713636339136	0.00583329792706942	0.674382924784251	"NVP-BGT226"
"HS6ST1"	0.515999410041265	0.00589091382543336	0.674382924784251	"NVP-BGT226"
"VHL"	0.435167897405363	0.00591745112309514	0.674382924784251	"NVP-BGT226"
"ZNF90"	1.52693603664182	0.00622626854488322	0.682439523656707	"NVP-BGT226"
"KLHL18"	0.494586461663115	0.00645183117351768	0.684320587562965	"NVP-BGT226"
"DNMT3B"	0.852531890079858	0.00655162051742912	0.684320587562965	"NVP-BGT226"
"CA2"	0.901320503854013	0.00657062262038782	0.684320587562965	"NVP-BGT226"
"MAP2K6"	0.729173759323141	0.00685180606943906	0.699749010140092	"NVP-BGT226"
"JMJD4"	0.367926259874411	0.00734873968464409	0.707557485899786	"NVP-BGT226"
"KRT84"	0.515883705196642	0.00737797002228633	0.707557485899786	"NVP-BGT226"
"TTF1"	0.361980618967733	0.0074919269356278	0.707557485899786	"NVP-BGT226"
"DIAPH3"	0.516102013478923	0.00756088421675532	0.707557485899786	"NVP-BGT226"
"ZSCAN16"	0.912943765195488	0.00770979109458798	0.707557485899786	"NVP-BGT226"
"TXNDC9"	0.302852912076295	0.00815751979392868	0.716177805993575	"NVP-BGT226"
"E2F7"	0.441676938750775	0.00817555942515747	0.716177805993575	"NVP-BGT226"
"MRTFA"	0.377149915784661	0.00866033785302914	0.719641333615297	"NVP-BGT226"
"KNTC1"	0.19391037667452	0.00889728359302296	0.719641333615297	"NVP-BGT226"
"KIAA1109"	0.386256135106825	0.00937308760065173	0.719641333615297	"NVP-BGT226"
"ANKRD52"	0.303003329460478	0.00975327548376108	0.719641333615297	"NVP-BGT226"
"ZNF114"	1.11664623997105	0.0097766356872313	0.719641333615297	"NVP-BGT226"
"CD3E"	1.95288929388707	5.81239224538691e-06	0.0563685799957622	"NVP-BHG712"
"JAK3"	1.16856134838631	2.08240577777665e-05	0.10097585616439	"NVP-BHG712"
"GRAP2"	2.20566313650451	4.18105340467087e-05	0.135159519728327	"NVP-BHG712"
"GIMAP7"	3.25922833801108	6.5269498552199e-05	0.144175767321839	"NVP-BHG712"
"NDRG3"	0.739711479694721	7.43327321725297e-05	0.144175767321839	"NVP-BHG712"
"ZNF121"	0.416027601621963	9.46535165028581e-05	0.152991633840786	"NVP-BHG712"
"ITGAL"	2.81930195969813	0.000158714760433524	0.178742513548741	"NVP-BHG712"
"CD247"	2.69509720687685	0.00018288893925206	0.178742513548741	"NVP-BHG712"
"S100A11"	2.54095898710277	0.000226663198805892	0.178742513548741	"NVP-BHG712"
"CCNI"	0.531746036236413	0.000239601224596167	0.178742513548741	"NVP-BHG712"
"GATA3"	2.54696151910608	0.000293264442227386	0.194430677983374	"NVP-BHG712"
"RAB11FIP1"	1.1253793826146	0.000341179205745091	0.194430677983374	"NVP-BHG712"
"HES1"	2.15408540671019	0.000342354075259567	0.194430677983374	"NVP-BHG712"
"CD3G"	1.68562766374431	0.000625000182225242	0.24800941823874	"NVP-BHG712"
"WT1"	2.92588312420229	0.000628855635329249	0.24800941823874	"NVP-BHG712"
"CD82"	1.56084504598441	0.000638749996780041	0.24800941823874	"NVP-BHG712"
"NKD2"	1.92099660224434	0.000768870475375779	0.24800941823874	"NVP-BHG712"
"SPOCK2"	2.48065035990329	0.000830218508685879	0.24800941823874	"NVP-BHG712"
"ITGB2"	1.68967379464168	0.000935328402173006	0.24800941823874	"NVP-BHG712"
"BCL11B"	1.52531429392231	0.000961547035488676	0.24800941823874	"NVP-BHG712"
"SRP68"	0.168654499781284	0.000971783655709644	0.24800941823874	"NVP-BHG712"
"CEP85L"	1.48221167230051	0.00110964109612505	0.262470715859043	"NVP-BHG712"
"ARFRP1"	0.332774191490666	0.00114125587039007	0.263521415024831	"NVP-BHG712"
"SRP72"	0.16550175128595	0.00126364017194255	0.271328246283209	"NVP-BHG712"
"NANP"	0.659646944958523	0.00131495437980107	0.271328246283209	"NVP-BHG712"
"ITK"	1.78492802111335	0.00159937763772206	0.302568988977556	"NVP-BHG712"
"CD96"	1.88882799436692	0.00164559055507303	0.302568988977556	"NVP-BHG712"
"APLP2"	1.39591566990511	0.0016491031094971	0.302568988977556	"NVP-BHG712"
"CD3D"	1.99316540275093	0.00169049425294408	0.302568988977556	"NVP-BHG712"
"ARHGAP15"	0.970262972099491	0.00173484764494223	0.302568988977556	"NVP-BHG712"
"RAB33A"	1.80409229244208	0.00177068124501977	0.302568988977556	"NVP-BHG712"
"FRYL"	0.499312101552269	0.00178154486062534	0.302568988977556	"NVP-BHG712"
"RGPD8"	1.21127375242638	0.00188553547583288	0.30993089906148	"NVP-BHG712"
"CD244"	2.97560469281863	0.00200682707110783	0.316370263005469	"NVP-BHG712"
"TFRC"	1.46586438716409	0.00214980280795572	0.31765452397149	"NVP-BHG712"
"CCSER2"	1.11985052322794	0.00216359016322483	0.31765452397149	"NVP-BHG712"
"SLC9A3R1"	1.94105036327774	0.00221044908317061	0.31765452397149	"NVP-BHG712"
"ERO1A"	0.850741523921717	0.00230731264223209	0.31765452397149	"NVP-BHG712"
"ARL4C"	3.20165657103769	0.00244174796991207	0.321511105335952	"NVP-BHG712"
"GIMAP6"	2.35409011937347	0.00246368029528786	0.321511105335952	"NVP-BHG712"
"RARA"	0.635639429739707	0.00269778378132809	0.329908649873076	"NVP-BHG712"
"SNX15"	0.420906198854319	0.00291462165502442	0.336804100346337	"NVP-BHG712"
"RGS10"	1.46940858499682	0.00298422098465498	0.336804100346337	"NVP-BHG712"
"CABIN1"	0.277925025470711	0.00302144325944847	0.336804100346337	"NVP-BHG712"
"ASCC1"	0.408247822649824	0.00309642535889364	0.337405990230905	"NVP-BHG712"
"TMEM164"	1.23825155544469	0.00320551869619546	0.342468970418797	"NVP-BHG712"
"STARD3NL"	0.624356478166821	0.00321351580821927	0.342468970418797	"NVP-BHG712"
"PRKCQ"	1.76970670240768	0.00338325085603283	0.352803944105446	"NVP-BHG712"
"RUNX3"	2.48737173862835	0.00345883488914383	0.352966688347778	"NVP-BHG712"
"HEATR6"	0.648070830692318	0.00355498993881507	0.352966688347778	"NVP-BHG712"
"PVRIG"	0.688922561234596	0.0036818227893488	0.352966688347778	"NVP-BHG712"
"DNMT3A"	0.533229884488533	0.00383864172032059	0.352966688347778	"NVP-BHG712"
"UNC13D"	1.28452604087126	0.00395710941678775	0.352966688347778	"NVP-BHG712"
"SEC24B"	0.21684158235313	0.00396714467208783	0.352966688347778	"NVP-BHG712"
"AL159141.1"	2.40050767449969	0.00426728473720179	0.36879811401952	"NVP-BHG712"
"TRIM35"	0.344140911146182	0.00439570476857263	0.36879811401952	"NVP-BHG712"
"EPHB6"	1.39623470122063	0.00439947002191414	0.36879811401952	"NVP-BHG712"
"CMPK2"	1.82754151767849	0.00441127874059232	0.36879811401952	"NVP-BHG712"
"DCTN6"	0.341494446953767	0.00472596206540058	0.378566377269825	"NVP-BHG712"
"SPIDR"	0.371136785224142	0.00479374907068666	0.378566377269825	"NVP-BHG712"
"TLE3"	1.74546348423492	0.00480136774635889	0.378566377269825	"NVP-BHG712"
"NRDC"	0.362349866842024	0.0051947449389643	0.391215329192635	"NVP-BHG712"
"IL32"	2.71652347746232	0.0053862860720113	0.391215329192635	"NVP-BHG712"
"CNOT6"	0.462729934169854	0.00547254882500508	0.391215329192635	"NVP-BHG712"
"IRX5"	1.62802152206869	0.0054918746596487	0.391215329192635	"NVP-BHG712"
"TOX"	1.74991245590085	0.00552655187661281	0.391215329192635	"NVP-BHG712"
"CD6"	2.02557076984858	0.00560362041171232	0.393796454730334	"NVP-BHG712"
"VAMP3"	0.37103905082481	0.00572080955484007	0.394575821571357	"NVP-BHG712"
"SMYD5"	0.582911280457694	0.00579954210161037	0.394575821571357	"NVP-BHG712"
"STN1"	0.600287078036414	0.00588396602443484	0.394575821571357	"NVP-BHG712"
"PGM2L1"	0.843329230653902	0.00601923855720893	0.394575821571357	"NVP-BHG712"
"ETS1"	1.28160194465508	0.00609611022419187	0.394575821571357	"NVP-BHG712"
"STMN3"	1.74142342255861	0.00622976619230084	0.398402157128811	"NVP-BHG712"
"PRKCH"	1.83724177880869	0.00627962451633355	0.398402157128811	"NVP-BHG712"
"HEMGN"	1.84528820168011	0.00628537121475646	0.398402157128811	"NVP-BHG712"
"DIAPH2"	1.09536092729652	0.00643486017928356	0.403058413275868	"NVP-BHG712"
"MAN1B1"	0.337317876676948	0.00664856411674165	0.408087182304813	"NVP-BHG712"
"CCDC102A"	1.15699271850215	0.00691518414715762	0.408835369113094	"NVP-BHG712"
"HIRA"	0.259126886944254	0.00698393354650677	0.408835369113094	"NVP-BHG712"
"SLC39A8"	0.479413578258418	0.0069907939645965	0.408835369113094	"NVP-BHG712"
"STAT5B"	1.20666789214277	0.00712532518276445	0.408835369113094	"NVP-BHG712"
"EEF1AKMT2"	0.514155793270414	0.00713898318282486	0.408835369113094	"NVP-BHG712"
"JAM3"	1.6046311487833	0.00725533067502821	0.408835369113094	"NVP-BHG712"
"DENND1C"	1.10419544640803	0.00727033924372585	0.408835369113094	"NVP-BHG712"
"NLRC3"	1.22918191347274	0.00731889562265143	0.408835369113094	"NVP-BHG712"
"MED25"	0.269552571038906	0.00735974141528639	0.408835369113094	"NVP-BHG712"
"RYBP"	0.428221633556867	0.00737444680640246	0.408835369113094	"NVP-BHG712"
"PTDSS2"	0.548803834315089	0.00752660189485021	0.410072950428412	"NVP-BHG712"
"HINT3"	0.327246439283802	0.0075717453191229	0.410227855334379	"NVP-BHG712"
"MVD"	0.550825283131498	0.00782488394156759	0.416772428187006	"NVP-BHG712"
"RAB37"	2.45885828473407	0.00786444157127471	0.416772428187006	"NVP-BHG712"
"FDFT1"	1.07844017083949	0.00791782787497251	0.417321167018932	"NVP-BHG712"
"C12orf75"	1.35878041237504	0.00804166149792668	0.418103470450555	"NVP-BHG712"
"CERT1"	0.372696841152813	0.00809595037458173	0.418103470450555	"NVP-BHG712"
"DENND11"	0.536556318967225	0.00810511986437455	0.418103470450555	"NVP-BHG712"
"ACOT7"	0.832267356925871	0.00817995224575082	0.419331854493277	"NVP-BHG712"
"ECE1"	1.29088594362698	0.00821541063659752	0.419331854493277	"NVP-BHG712"
"STARD5"	0.88200038722718	0.00852058866940815	0.428148543605804	"NVP-BHG712"
"ZNF449"	0.943449835888417	0.00874023707750596	0.434681123987963	"NVP-BHG712"
"POLDIP3"	0.184902139895869	0.00883581112250597	0.435188387835585	"NVP-BHG712"
"SIRT6"	0.318274166719401	0.00887174933320735	0.435188387835585	"NVP-BHG712"
"PLEKHA7"	1.41973830100089	0.00888505885661433	0.435188387835585	"NVP-BHG712"
"SH2D1A"	1.74809446520219	0.00925415962735861	0.438617276859662	"NVP-BHG712"
"DCLRE1A"	0.618099548538789	0.009261160231658	0.438617276859662	"NVP-BHG712"
"SNX1"	0.386405031457184	0.00948021744529301	0.442125296753726	"NVP-BHG712"
"ANKRD28"	0.396774814723599	0.00959134628998577	0.442125296753726	"NVP-BHG712"
"OCIAD2"	1.06300186155262	0.00971052672804122	0.442125296753726	"NVP-BHG712"
"MYO1G"	1.79355944140045	0.00993083667895923	0.446350551349802	"NVP-BHG712"
"DPP4"	2.58199058914801	0.00995456557573056	0.446350551349802	"NVP-BHG712"
"TPRA1"	0.554559493289594	8.61874992091544e-05	0.460158137115966	"NVP-RAF265"
"SMARCAL1"	0.249515895318864	0.000142463819540547	0.460158137115966	"NVP-RAF265"
"MFSD4B"	1.0386440496224	0.00031328349511262	0.677472650017941	"NVP-RAF265"
"PIEZO1"	0.974156095612896	0.000410637107239402	0.677472650017941	"NVP-RAF265"
"ZNF71"	0.374830320852804	0.000419487708989437	0.677472650017941	"NVP-RAF265"
"ACP2"	1.25421382256724	0.000534752080785562	0.720211415258916	"NVP-RAF265"
"WT1"	2.17136245423056	0.000619429193257335	0.720211415258916	"NVP-RAF265"
"TNFAIP2"	1.48264119958183	0.000695811256669378	0.720211415258916	"NVP-RAF265"
"STX11"	1.20738967577124	0.000763334056635117	0.720211415258916	"NVP-RAF265"
"USP47"	0.210936838682544	0.000972765151982406	0.720211415258916	"NVP-RAF265"
"NCOA1"	0.284571482158937	0.00108308790187836	0.720211415258916	"NVP-RAF265"
"ATP1A1"	0.380536281166501	0.00115135847845305	0.720211415258916	"NVP-RAF265"
"DDX60L"	0.752484274218727	0.0012192683158234	0.720211415258916	"NVP-RAF265"
"HELZ2"	0.883250603913596	0.00126352879869985	0.720211415258916	"NVP-RAF265"
"H6PD"	0.846538928983236	0.00146475176482213	0.788524700062579	"NVP-RAF265"
"HMGB3"	0.410852769315261	0.00248097452539302	0.792414372070132	"NVP-RAF265"
"HIPK1"	0.31355870463611	0.0026845145999523	0.792414372070132	"NVP-RAF265"
"ASB9"	0.985011601966947	0.00287330168684563	0.792414372070132	"NVP-RAF265"
"DHRS13"	0.544502120209372	0.00313928879339975	0.792414372070132	"NVP-RAF265"
"UCK1"	0.622761444510689	0.00351734815212773	0.792414372070132	"NVP-RAF265"
"ZNF319"	0.281466173333946	0.00369064866952235	0.792414372070132	"NVP-RAF265"
"SARAF"	0.470548856738965	0.00399925590274096	0.792414372070132	"NVP-RAF265"
"PTTG1IP"	0.960049557319565	0.00415758421306528	0.792414372070132	"NVP-RAF265"
"ILK"	0.641307688918023	0.00436427633390263	0.792414372070132	"NVP-RAF265"
"NDFIP1"	1.62497335159121	0.00447002010398869	0.792414372070132	"NVP-RAF265"
"STOML1"	0.609496503420375	0.0045618397763281	0.792414372070132	"NVP-RAF265"
"PRKD2"	0.526156457773728	0.00459642148691287	0.792414372070132	"NVP-RAF265"
"FAM160B2"	0.745133682435253	0.00463886275566836	0.792414372070132	"NVP-RAF265"
"TMEM134"	0.564975542323316	0.00469504866437473	0.792414372070132	"NVP-RAF265"
"TCF20"	0.442460290186401	0.00503987490351318	0.792414372070132	"NVP-RAF265"
"ACBD4"	1.54575910390657	0.0052100824065519	0.792414372070132	"NVP-RAF265"
"SIGIRR"	1.12044585224113	0.00524309512208637	0.792414372070132	"NVP-RAF265"
"SYTL1"	0.603717945143036	0.00541874153589344	0.792414372070132	"NVP-RAF265"
"ZNF333"	0.33830662205312	0.00550396582722165	0.792414372070132	"NVP-RAF265"
"TESC"	1.38339649664077	0.0055829309156427	0.792414372070132	"NVP-RAF265"
"PTMS"	1.14708550754748	0.00593616120840716	0.792414372070132	"NVP-RAF265"
"PIK3R5"	1.42435477868751	0.00604210093851654	0.792414372070132	"NVP-RAF265"
"AGPAT1"	0.498862051955591	0.00614915532295847	0.792414372070132	"NVP-RAF265"
"XRCC1"	0.251855500095315	0.00660919412437212	0.792414372070132	"NVP-RAF265"
"MORC3"	0.471988737396167	0.0066216024109197	0.792414372070132	"NVP-RAF265"
"MISP3"	1.56824660883409	0.00682947813530513	0.792414372070132	"NVP-RAF265"
"CD82"	1.36724740201879	0.00693960267753942	0.792414372070132	"NVP-RAF265"
"PDLIM2"	1.22575857442569	0.00701046165882216	0.792414372070132	"NVP-RAF265"
"CIB1"	1.0755843305648	0.00707198003741605	0.792414372070132	"NVP-RAF265"
"AL159141.1"	2.19722416874407	0.00708649476704226	0.792414372070132	"NVP-RAF265"
"ARHGEF17"	0.63029770327148	0.00717170050714219	0.792414372070132	"NVP-RAF265"
"MFSD6"	0.648859177701518	0.0071809160171467	0.792414372070132	"NVP-RAF265"
"OTUD7B"	1.51993040135822	0.00720032416043417	0.792414372070132	"NVP-RAF265"
"SCYL2"	0.276289889170133	0.00754587431677268	0.792414372070132	"NVP-RAF265"
"PML"	0.722876242996669	0.00790351282091308	0.792414372070132	"NVP-RAF265"
"ZDHHC7"	0.442795738813663	0.00804785945958741	0.792414372070132	"NVP-RAF265"
"AZIN2"	0.406505809294639	0.0080939414149429	0.792414372070132	"NVP-RAF265"
"EXTL2"	0.773070654024397	0.00814930426211526	0.792414372070132	"NVP-RAF265"
"PLEKHD1"	1.3128085099384	0.00821406527866272	0.792414372070132	"NVP-RAF265"
"ATP1B3"	0.23718049323536	0.00841019623099464	0.792414372070132	"NVP-RAF265"
"CPT1A"	0.904822520643128	0.00858911564214557	0.792414372070132	"NVP-RAF265"
"OSBPL5"	1.33711895276275	0.0086162913440355	0.792414372070132	"NVP-RAF265"
"ITPK1"	0.491659046943055	0.00866698802072598	0.792414372070132	"NVP-RAF265"
"SAMSN1"	2.04666361365004	0.00891651102363014	0.792414372070132	"NVP-RAF265"
"POLD2"	0.163388496573458	0.00904755323411863	0.792414372070132	"NVP-RAF265"
"CRYZL1"	0.378353129865754	0.00924210443698036	0.792414372070132	"NVP-RAF265"
"PLD3"	0.601637876528665	0.00929285583564944	0.792414372070132	"NVP-RAF265"
"CCNI"	0.345602057716896	0.00941543061087295	0.792414372070132	"NVP-RAF265"
"URI1"	0.0984398918085192	0.00970161350109715	0.792414372070132	"NVP-RAF265"
"GRK6"	0.50427577098344	6.67385259253659e-05	0.304993201945452	"Olaparib"
"CALCOCO2"	0.654007714734888	0.000179354857643825	0.3340905288576	"Olaparib"
"POTEF"	0.311318602439604	0.000187391698970922	0.3340905288576	"Olaparib"
"APOL3"	0.780635799855633	0.000241291796749373	0.3340905288576	"Olaparib"
"ARHGAP42"	0.61638773168043	0.000313095422588816	0.3340905288576	"Olaparib"
"PIK3R1"	0.633984961576395	0.0003257989612456	0.3340905288576	"Olaparib"
"SGSM3"	0.601989222255097	0.00037410198627321	0.3340905288576	"Olaparib"
"MYH14"	0.522573658055926	0.000603434962549036	0.3340905288576	"Olaparib"
"FLII"	0.332750103607049	0.000633466100726986	0.3340905288576	"Olaparib"
"VIM"	0.679699840514177	0.000731038017894861	0.3340905288576	"Olaparib"
"CEMIP2"	0.749439604437251	0.000741590569398333	0.3340905288576	"Olaparib"
"MT-ND4"	0.3880511886355	0.000810596654563047	0.3340905288576	"Olaparib"
"TGFBR2"	1.1058779594382	0.00104041540011606	0.381692162841012	"Olaparib"
"CELF2"	0.458599747942881	0.0010685670852212	0.381692162841012	"Olaparib"
"TTF1"	0.454983146439468	0.00116892725758108	0.404071757814156	"Olaparib"
"CREB1"	0.276261847384621	0.00127420941574931	0.413111065286326	"Olaparib"
"LRRFIP1"	0.462391514365818	0.00165433047463093	0.413111065286326	"Olaparib"
"MYL6"	0.395222544352871	0.00169494144450275	0.413111065286326	"Olaparib"
"MYL9"	0.443632140630021	0.00177333977259901	0.413111065286326	"Olaparib"
"AKAP12"	1.55419219504729	0.0018924796695234	0.417290791678543	"Olaparib"
"ADD2"	1.16526246189445	0.00192131172340744	0.417290791678543	"Olaparib"
"MAFF"	0.602030785586385	0.00205693248634371	0.417290791678543	"Olaparib"
"RAB43"	0.490735380150392	0.00216568771664306	0.417290791678543	"Olaparib"
"BACH2"	1.03532043171919	0.00229751369065267	0.417290791678543	"Olaparib"
"LILRB4"	1.35186388149928	0.0026783827266437	0.453808001527376	"Olaparib"
"PAOX"	1.76506881974239	0.00293911484518674	0.461171449852134	"Olaparib"
"KDM3B"	0.180079040182345	0.00307781780671863	0.461171449852134	"Olaparib"
"NLRP3"	1.18602353944476	0.00323929453725874	0.461171449852134	"Olaparib"
"MYH9"	0.412921616242701	0.00325067845652996	0.461171449852134	"Olaparib"
"PTPRE"	0.936709951296655	0.00337123760812759	0.466485668169151	"Olaparib"
"CENPT"	0.194385175989509	0.00339916195681624	0.466485668169151	"Olaparib"
"DOCK10"	0.672172335219693	0.00362739488946409	0.466868539734416	"Olaparib"
"COX7C"	0.369834044829463	0.00370699801775266	0.466868539734416	"Olaparib"
"FLI1"	0.825236581108475	0.00373343424819123	0.466868539734416	"Olaparib"
"ARHGDIB"	0.45656757663752	0.00382072982687177	0.466868539734416	"Olaparib"
"SCRN2"	0.347106149981446	0.00383393351032369	0.466868539734416	"Olaparib"
"FSD1L"	0.649444733872406	0.00405410459702526	0.477025839386618	"Olaparib"
"TRAF3IP2"	0.911620933575651	0.00409054511186268	0.477025839386618	"Olaparib"
"GMFG"	0.25702954654042	0.0040954066091423	0.477025839386618	"Olaparib"
"DOCK11"	0.78619948529213	0.00453030362556179	0.500284335547133	"Olaparib"
"KRT84"	0.438067634615343	0.00454245963632598	0.500284335547133	"Olaparib"
"SEPTIN10"	1.44632000250429	0.00456294510888481	0.500284335547133	"Olaparib"
"EVI2B"	0.828594806285759	0.00457480504134349	0.500284335547133	"Olaparib"
"BARD1"	0.337167573015537	0.00471920593282461	0.505710107761485	"Olaparib"
"FAM102B"	0.551582605495027	0.00519336694868944	0.518811047219372	"Olaparib"
"USP43"	0.721912319716216	0.0053869308988536	0.518811047219372	"Olaparib"
"ERGIC1"	0.62334900578746	0.00550155857813988	0.518811047219372	"Olaparib"
"UFSP1"	0.38611916815133	0.00557526080653911	0.518811047219372	"Olaparib"
"UXS1"	0.662702089546029	0.00584640437775295	0.525950399373217	"Olaparib"
"GEN1"	0.279028236534076	0.006042084225029	0.528697878206874	"Olaparib"
"PASK"	0.312070669520701	0.00604719683691082	0.528697878206874	"Olaparib"
"PDLIM1"	0.949862154981075	0.00626031130637578	0.528697878206874	"Olaparib"
"KCTD15"	1.01872929454425	0.00637200913008234	0.528697878206874	"Olaparib"
"TRIM22"	0.85288668048934	0.00644751797071744	0.528697878206874	"Olaparib"
"ARID5B"	0.70256577689998	0.0064581848282223	0.528697878206874	"Olaparib"
"LDLRAP1"	1.02916525820015	0.00652510185601163	0.528697878206874	"Olaparib"
"MAP3K11"	0.302779288968473	0.00657437530709655	0.528697878206874	"Olaparib"
"NLRP1"	0.60449085177899	0.00660148056334526	0.528697878206874	"Olaparib"
"SPOUT1"	0.22322718978501	0.00663442227999286	0.528697878206874	"Olaparib"
"NQO1"	0.79966252029838	0.00666607786526834	0.528697878206874	"Olaparib"
"CEP131"	0.304762547800484	0.00683473736284061	0.528697878206874	"Olaparib"
"SYT1"	0.575217135535059	0.00714594075463854	0.528697878206874	"Olaparib"
"RPS27L"	0.437502537472341	0.00725533786694432	0.528697878206874	"Olaparib"
